,left,right,label,pen_pressure,letter_spacing,size,dimension,is_lowercase,is_continuous,slantness,tilt,entry_stroke_a,staff_of_a,formation_n,staff_of_d,exit_stroke_d,word_formation,constancy,pen_pressurej,letter_spacingj,sizej,dimensionj,is_lowercasej,is_continuousj,slantnessj,tiltj,entry_stroke_aj,staff_of_aj,formation_nj,staff_of_dj,exit_stroke_dj,word_formationj,constancyj
22,0715c_num3.png,0715c_num4.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2
23,0715c_num3.png,0715b_num1.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,3,1,2,2
24,0715c_num3.png,0715a_num3.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,3,3,2,2,2,1,1,2,2,2,2,2,2
25,0495b_num3.png,0495a_num2.png,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,2,2,1,2,2,1,4,2,3,2,2,2
26,0495b_num3.png,0495c_num3.png,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
27,0495b_num3.png,0495a_num1.png,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,2,2,2,1,1,1,1,4,2,2,2,2,2
28,0807b_num6.png,0807c_num1.png,1,1,2,2,2,2,2,4,1,1,2,2,3,4,2,2,1,2,3,2,2,2,2,2,1,2,2,2,1,2,2
29,0807b_num6.png,0807a_num1.png,1,1,2,2,2,2,2,4,1,1,2,2,3,4,2,2,1,2,3,3,2,2,1,1,1,4,2,1,1,1,1
30,0807b_num6.png,0807b_num4.png,1,1,2,2,2,2,2,4,1,1,2,2,3,4,2,2,1,2,3,2,2,2,1,1,1,2,1,3,2,1,1
31,0807b_num6.png,0807b_num1.png,1,1,2,2,2,2,2,4,1,1,2,2,3,4,2,2,2,2,2,2,2,2,1,1,1,2,2,3,4,2,2
32,0330c_num4.png,0330a_num3.png,1,1,2,3,3,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2
33,0330c_num4.png,0330a_num1.png,1,1,2,3,3,2,2,1,1,1,2,2,2,2,2,2,1,1,3,2,2,1,1,1,2,4,2,2,2,2,2
34,0797b_num1.png,0797c_num2.png,1,1,2,2,2,2,2,4,2,1,2,2,3,2,2,2,1,3,2,2,2,2,1,2,1,2,2,3,4,2,2
35,0797b_num1.png,0797c_num1.png,1,1,2,2,2,2,2,4,2,1,2,2,3,2,2,2,1,2,2,3,2,2,4,2,1,2,2,3,1,1,1
36,0797b_num1.png,0797c_num3.png,1,1,2,2,2,2,2,4,2,1,2,2,3,2,2,2,1,3,3,2,2,2,1,1,1,2,2,1,1,1,1
37,0797b_num1.png,0797a_num2.png,1,1,2,2,2,2,2,4,2,1,2,2,3,2,2,2,1,3,3,2,2,2,1,1,1,2,2,3,2,1,2
38,0630a_num1.png,0630a_num2.png,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,3,2,1,2
39,0630a_num1.png,0630a_num3.png,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,1,2,3,2,2,1,1,1,1,2,2,3,2,2,2
40,0630a_num1.png,0630b_num3.png,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,1,2,3,2,2,2,2,1,1,2,2,3,1,2,2
41,1247a_num5.png,1247a_num2.png,1,1,1,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,3,2,2,1,4,2,1,4,2,2,1,2,2
42,1247a_num5.png,1247c_num3.png,1,1,1,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1,4,2,2,1,2,2
43,0272b_num2.png,0272c_num3.png,1,1,2,2,2,2,2,4,1,1,4,2,3,2,1,2,2,3,2,2,2,2,4,1,1,2,1,3,4,1,1
44,0092cc_num1.png,0092bb_num1.png,1,1,2,3,2,2,2,1,1,1,2,1,3,2,1,1,2,2,2,2,2,2,2,1,1,4,1,3,2,1,1
45,0314b_num3.png,0314a_num1.png,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,3,2,3,2,2,2,1,1,2,2,2,3,2,2
46,0314b_num3.png,0314b_num1.png,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,3,3,2,2,2,1,1,2,2,2,2,1,2
47,0314b_num3.png,0314c_num2.png,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,3,3,2,2,2,1,1,2,2,3,2,1,2
48,0314b_num3.png,0314c_num1.png,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2
49,0314b_num3.png,0314c_num3.png,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2
50,0314b_num3.png,0314b_num2.png,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2
51,0892c_num3.png,0892b_num2.png,1,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2
52,0892c_num3.png,0892a_num1.png,1,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2,1,1,2,1,2,2,1,1,1,2,2,3,3,1,1
53,0125c_num1.png,0125b_num1.png,1,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2,2,1,3,3,2,1,1,1,1,2,2,1,1,1,2
54,0125c_num1.png,0125a_num3.png,1,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2,2,3,2,3,2,1,1,1,1,2,2,2,1,1,2
55,0125c_num1.png,0125a_num4.png,1,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2,2,1,3,3,2,2,1,1,1,2,2,1,1,2,2
56,0125c_num1.png,0125c_num5.png,1,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2,1,3,3,3,2,2,1,1,1,2,2,1,2,2,1
57,0125c_num1.png,0125a_num5.png,1,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2,2,1,3,2,2,2,1,1,1,2,2,2,1,2,2
58,0125c_num1.png,0125b_num2.png,1,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2,2,1,3,3,2,1,1,1,1,2,2,2,1,2,2
59,0808b_num3.png,0808a_num3.png,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,1,3,2,2,2,2,2,2,2,2,1,3,2,1,1
60,0808b_num3.png,0808c_num2.png,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,1,2,2,2,2,2,1,1,1,4,1,3,2,1,1
61,0808b_num3.png,0808a_num2.png,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,1,2,2,1,2,2,1,1,1,2,1,3,4,1,1
62,0644a_num3.png,0644aa_num1.png,1,2,1,3,3,2,2,1,1,1,3,2,1,1,2,2,2,2,3,2,2,2,1,1,1,2,2,3,1,1,2
63,0644a_num3.png,0644c_num4.png,1,2,1,3,3,2,2,1,1,1,3,2,1,1,2,2,2,1,3,2,2,2,2,1,1,2,2,1,2,2,2
64,1344a_num4.png,1344b_num2.png,1,1,2,3,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,4,2,2
65,0214b_num4.png,0214bb_num1.png,1,1,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,1,2,1,1,2,2,2,2,2,2
66,0214b_num4.png,0214c_num3.png,1,1,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,1,1,2,1,4,2,2,2,2,2
67,0214b_num4.png,0214b_num1.png,1,1,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,1,2,1,1,2,2,2,2,2,2
68,0901c_num2.png,0901b_num1.png,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,3,2,2,2,1,1,1,1,2,2,2,3,2,2
69,0699b_num3.png,0699c_num2.png,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,4,2,1,2,2,3,4,2,2
70,0699b_num3.png,0699a_num2.png,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
71,0699b_num3.png,0699b_num1.png,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,4,2,1,2,1,2
72,0699b_num3.png,0699c_num4.png,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2
73,0699b_num3.png,0699b_num6.png,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,3,3,2,2,1,1,2,1,2,2,2,2,2,2
74,0699b_num3.png,0699a_num4.png,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,3,2,2,2,1,1,1,1,2,2,2,4,2,1
75,0163b_num1.png,0163a_num3.png,1,1,2,3,3,2,2,1,1,1,1,2,3,2,2,2,1,1,3,2,2,1,1,1,1,1,1,3,2,1,1
76,0163b_num1.png,0163c_num2.png,1,1,2,3,3,2,2,1,1,1,1,2,3,2,2,2,1,3,3,3,2,1,1,1,1,1,1,3,1,1,1
77,1557c_num1.png,1557a_num2.png,1,2,2,2,2,2,2,2,1,2,4,2,1,2,2,2,1,1,1,1,2,2,1,1,1,4,2,2,3,2,2
78,1120a_num1.png,1120c_num5.png,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,2,2,3,2,2,2
79,1120a_num1.png,1120c_num4.png,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2
80,1120a_num1.png,1120c_num1.png,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,2,2,2,3,2,2
81,1120a_num1.png,1120a_num2.png,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,3,2,1,1,1,1,2,2,3,2,1,1
82,1120a_num1.png,1120b_num2.png,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,3,2,2,2
83,0497c_num1.png,0497c_num6.png,1,2,3,3,3,2,1,1,1,1,2,2,1,1,2,2,2,2,3,3,2,1,1,1,1,2,2,2,2,1,2
84,0497c_num1.png,0497b_num6.png,1,2,3,3,3,2,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,1,1,1,2,2,2,1,2,2
85,0497c_num1.png,0497b_num3.png,1,2,3,3,3,2,1,1,1,1,2,2,1,1,2,2,1,1,3,3,2,1,1,1,1,2,2,2,2,1,2
86,0497c_num1.png,0497b_num5.png,1,2,3,3,3,2,1,1,1,1,2,2,1,1,2,2,2,1,3,3,2,2,1,1,1,2,2,2,2,2,2
87,1150a_num2.png,1150a_num3.png,1,2,2,3,3,2,2,1,2,1,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2
88,1150a_num2.png,1150c_num2.png,1,2,2,3,3,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,1,2,2
89,1150a_num2.png,1150c_num1.png,1,2,2,3,3,2,2,1,2,1,3,2,2,2,2,2,2,2,3,3,2,2,1,1,1,2,2,2,1,2,2
90,0232bb_num1.png,0232a_num1.png,1,1,1,2,3,2,2,3,1,1,4,2,3,2,1,2,1,1,2,1,2,2,2,1,1,2,2,3,2,1,1
91,0232bb_num1.png,0232cc_num1.png,1,1,1,2,3,2,2,3,1,1,4,2,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2
92,0807c_num1.png,0807a_num1.png,1,1,2,3,2,2,2,2,2,1,2,2,2,1,2,2,1,2,3,3,2,2,1,1,1,4,2,1,1,1,1
93,0807c_num1.png,0807b_num4.png,1,1,2,3,2,2,2,2,2,1,2,2,2,1,2,2,1,2,3,2,2,2,1,1,1,2,1,3,2,1,1
94,0807c_num1.png,0807b_num1.png,1,1,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,4,2,2
95,0230a_num6.png,0230c_num4.png,1,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2,1,3,2,2,2,1,1,1,1,2,2,2,2,1,2
96,0230a_num6.png,0230a_num4.png,1,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2,1,2,2,2,2,1,1,1,1,4,2,1,2,1,1
97,0230a_num6.png,0230b_num5.png,1,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2,1,1,3,3,2,2,1,1,1,4,2,2,2,2,1
98,0230a_num6.png,0230c_num5.png,1,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2
99,0230a_num6.png,0230a_num1.png,1,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2
100,0197c_num3.png,0197a_num2.png,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,1,2,3,2,2,2,2,1,2,1,4,2,2,2,1,1
101,0197c_num3.png,0197a_num5.png,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,1,4,2,3,2,2,1
102,0197c_num3.png,0197c_num7.png,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,1,1,3,2,2,2,2,1,1,2,2,2,2,2,1,1
103,0883b_num4.png,0883a_num3.png,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,3,3,2,2,1,1,1,4,2,2,2,2,2
104,0883b_num4.png,0883a_num1.png,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,4,1,1,2,1,2
105,0883b_num4.png,0883c_num1.png,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
106,0883b_num4.png,0883c_num3.png,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,2,2,2,2,2,2
107,0715b_num4.png,0715c_num5.png,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
108,0715b_num4.png,0715c_num4.png,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2
109,0715b_num4.png,0715b_num1.png,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,3,1,2,2
110,0715b_num4.png,0715a_num3.png,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,1,2,3,3,2,2,2,1,1,2,2,2,2,2,2
111,1157b_num4.png,1157c_num3.png,1,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,2,2,1,1,1,1,1,2,1,2,1,2
112,1157b_num4.png,1157c_num2.png,1,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,1,1,3,3,2,2,1,1,1,1,2,2,2,1,2
113,1157b_num4.png,1157a_num1.png,1,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,2,2,1,1,1,1,2,2,2,2,2,2
114,1157b_num4.png,1157a_num5.png,1,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,3,2,1,1,1,1,1,2,2,2,2,2
115,1157b_num4.png,1157b_num1.png,1,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,3,2,1,1,1,1,1,2,2,2,2,2
116,1203b_num3.png,1203c_num1.png,1,1,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,3,3,3,1,1,1,1,1,1,2,2,1,1,2
117,1203b_num3.png,1203a_num5.png,1,1,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1
118,1203b_num3.png,1203a_num3.png,1,1,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,3,2,2,2,1,1,2,1,4,2,2,1,1,1
119,1203b_num3.png,1203b_num6.png,1,1,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,3,3,2,2,1,4,2,1,1,2,1,1,1,1
120,1203b_num3.png,1203b_num4.png,1,1,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1
121,1115a_num2.png,1115c_num2.png,1,2,2,3,2,2,1,2,1,1,2,2,1,1,1,2,1,2,3,2,2,2,1,1,1,1,2,2,1,1,2
122,1115a_num2.png,1115c_num4.png,1,2,2,3,2,2,1,2,1,1,2,2,1,1,1,2,2,3,3,2,2,2,1,1,1,4,2,1,1,1,2
123,1115a_num2.png,1115b_num1.png,1,2,2,3,2,2,1,2,1,1,2,2,1,1,1,2,2,1,3,3,2,2,3,1,1,2,2,2,1,1,2
124,0025a_num6.png,0025b_num1.png,1,1,3,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,4,2,2,1,1,2
125,0556c_num4.png,0556c_num1.png,1,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,3,2,2,2,2,1,1,1,3,2,2,2,1,2
126,0556c_num4.png,0556a_num3.png,1,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,2,2,2,2,2,1,2,1,3,2,2,2,2,1
127,0556c_num4.png,0556b_num6.png,1,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,2,2,2,2,2,1,1,1,2,2,3,4,1,1
128,0556c_num4.png,0556c_num6.png,1,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,2,2,2,2,2,4,2,1,3,2,2,1,2,2
129,0556c_num4.png,0556b_num4.png,1,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,2,2,2,2,2,1,1,1,3,2,3,4,1,1
130,0188a_num1.png,0188a_num2.png,1,1,1,3,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2
131,0188a_num1.png,0188c_num1.png,1,1,1,3,2,2,2,1,1,1,2,2,2,1,2,2,1,2,3,3,2,1,1,1,1,2,2,2,1,1,1
132,0961cc_num1.png,0961a_num5.png,1,2,1,3,3,2,2,2,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,1
133,0961cc_num1.png,0961aa_num1.png,1,2,1,3,3,2,2,2,1,1,2,2,2,4,2,2,2,1,2,2,2,2,3,2,1,3,2,3,3,2,2
134,0961cc_num1.png,0961a_num2.png,1,2,1,3,3,2,2,2,1,1,2,2,2,4,2,2,2,2,3,3,2,2,3,1,1,2,2,3,4,2,2
135,0961cc_num1.png,0961c_num1.png,1,2,1,3,3,2,2,2,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2
136,0961cc_num1.png,0961cc_num3.png,1,2,1,3,3,2,2,2,1,1,2,2,2,4,2,2,2,2,3,3,2,2,1,1,1,2,2,2,2,2,2
137,0911a_num2.png,0911b_num2.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2
138,0911a_num2.png,0911c_num4.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
139,0911a_num2.png,0911aa_num1.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
140,0911a_num2.png,0911c_num3.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
141,0911a_num2.png,0911b_num5.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,3,2,1
142,0911a_num2.png,0911a_num3.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,3,1,1
143,0911a_num2.png,0911b_num4.png,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2
144,0832b_num5.png,0832a_num4.png,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
145,0832b_num5.png,0832c_num4.png,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2
146,0832b_num5.png,0832c_num1.png,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
147,0832b_num5.png,0832b_num1.png,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2
148,0238a_num1.png,0238c_num1.png,1,2,2,2,2,2,2,2,1,1,2,2,3,4,2,2,2,1,1,2,2,2,2,2,1,4,2,3,4,2,2
149,0238a_num1.png,0238b_num2.png,1,2,2,2,2,2,2,2,1,1,2,2,3,4,2,2,2,3,3,2,2,2,2,1,1,2,2,3,4,2,2
150,0276b_num4.png,0276b_num2.png,1,1,2,3,2,2,1,1,1,1,2,2,2,3,2,2,2,2,3,2,2,1,1,1,1,2,2,2,1,2,2
151,0276b_num4.png,0276c_num1.png,1,1,2,3,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,4,1,1,2,2,2,2,2,2
152,0276b_num4.png,0276a_num2.png,1,1,2,3,2,2,1,1,1,1,2,2,2,3,2,2,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
153,0276b_num4.png,0276b_num3.png,1,1,2,3,2,2,1,1,1,1,2,2,2,3,2,2,1,2,3,3,2,1,1,1,1,2,2,2,2,2,2
154,1342c_num3.png,1342a_num4.png,1,1,2,3,2,2,1,1,2,1,2,2,2,2,2,2,1,3,2,3,2,1,1,1,1,2,2,2,1,2,2
155,0777a_num1.png,0777a_num5.png,1,1,1,2,2,2,2,3,2,1,4,2,2,2,1,1,1,1,2,1,2,2,2,1,1,4,1,2,2,1,1
156,0777a_num1.png,0777a_num2.png,1,1,1,2,2,2,2,3,2,1,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,4,2,2,2,1,2
157,0777a_num1.png,0777c_num2.png,1,1,1,2,2,2,2,3,2,1,4,2,2,2,1,1,1,2,2,2,2,2,2,1,1,4,2,2,2,1,2
158,0777a_num1.png,0777a_num3.png,1,1,1,2,2,2,2,3,2,1,4,2,2,2,1,1,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2
159,0777a_num1.png,0777c_num1.png,1,1,1,2,2,2,2,3,2,1,4,2,2,2,1,1,1,2,2,1,2,2,1,1,1,4,2,2,2,2,2
160,0963b_num5.png,0963a_num5.png,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,3,1,1,4,2,2,4,2,2
161,0963b_num5.png,0963c_num5.png,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,1,2,2,2,2,2,1,1,4,2,2,3,2,2
162,0963b_num5.png,0963a_num2.png,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,2,2,1,1,2,2,2,3,2,2
163,0963b_num5.png,0963c_num3.png,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,1,2,2,2,2,3,2,1,2,2,2,3,1,2
164,0963b_num5.png,0963a_num3.png,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2
